[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[2.038,0.071,0.187,0.   ]
[1.978,0.104,0.187,0.   ]
[1.938,0.136,0.187,0.   ]
[1.943,0.17 ,0.187,0.   ]
[1.936,0.203,0.187,0.   ]
[1.926,0.237,0.187,0.   ]
[1.935,0.272,0.187,0.   ]
[1.936,0.307,0.187,0.   ]
[1.946,0.343,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[1.362,0.391,0.187,0.   ]
[1.303,0.398,0.187,0.   ]
[1.319,0.429,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.687,0.576,0.187,0.   ]
[0.649,0.564,0.187,0.   ]
[0.622,0.56 ,0.187,0.   ]
[0.609,0.568,0.187,0.   ]
[0.579,0.559,0.187,0.   ]
[0.573,0.573,0.187,0.   ]
[0.545,0.564,0.187,0.   ]
[0.535,0.574,0.187,0.   ]
[0.529,0.588,0.187,0.   ]
[0.512,0.589,0.187,0.   ]
[0.511,0.609,0.187,0.   ]
[0.494,0.609,0.187,0.   ]
[0.5  ,0.64 ,0.187,0.   ]
[0.476,0.631,0.187,0.   ]
[0.472,0.65 ,0.187,0.   ]
[0.467,0.667,0.187,0.   ]
[0.466,0.691,0.187,0.   ]
[0.453,0.697,0.187,0.   ]
[0.462,0.739,0.187,0.   ]
[0.473,0.787,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[1.037,1.951,0.187,0.   ]
[1.04 ,2.04 ,0.187,0.   ]
[1.039,2.131,0.187,0.   ]
[1.04 ,2.231,0.187,0.   ]
[1.039,2.335,0.187,0.   ]
[0.99 ,2.332,0.187,0.   ]
[0.941,2.328,0.187,0.   ]
[0.894,2.328,0.187,0.   ]
[0.846,2.323,0.187,0.   ]
[0.805,2.337,0.187,0.   ]
[0.762,2.345,0.187,0.   ]
[0.715,2.338,0.187,0.   ]
[0.667,2.327,0.187,0.   ]
[0.631,2.355,0.187,0.   ]
[0.581,2.331,0.187,0.   ]
[0.542,2.348,0.187,0.   ]
[0.496,2.333,0.187,0.   ]
[0.452,2.325,0.187,0.   ]
[0.41 ,2.325,0.187,0.   ]
[0.367,2.319,0.187,0.   ]
[0.331,2.357,0.187,0.   ]
[0.286,2.329,0.187,0.   ]
[0.246,2.337,0.187,0.   ]
[0.204,2.328,0.187,0.   ]
[0.136,1.941,0.187,0.   ]
[0.12 ,2.299,0.187,0.   ]
[0.082,2.347,0.187,0.   ]
[0.041,2.329,0.187,0.   ]
[0.   ,2.333,0.187,0.   ]
[-0.041, 2.335, 0.187, 0.   ]
[-0.082, 2.337, 0.187, 0.   ]
[-0.122, 2.334, 0.187, 0.   ]
[-0.164, 2.346, 0.187, 0.   ]
[-0.205, 2.342, 0.187, 0.   ]
[-0.244, 2.324, 0.187, 0.   ]
[-0.288, 2.347, 0.187, 0.   ]
[-0.328, 2.337, 0.187, 0.   ]
[-0.369, 2.332, 0.187, 0.   ]
[-0.411, 2.331, 0.187, 0.   ]
[-0.454, 2.337, 0.187, 0.   ]
[-0.496, 2.335, 0.187, 0.   ]
[-0.54 , 2.338, 0.187, 0.   ]
[-0.584, 2.341, 0.187, 0.   ]
[-0.626, 2.336, 0.187, 0.   ]
[-0.67 , 2.336, 0.187, 0.   ]
[-0.71 , 2.323, 0.187, 0.   ]
[-0.762, 2.346, 0.187, 0.   ]
[-0.758, 2.201, 0.187, 0.   ]
[-0.757, 2.078, 0.187, 0.   ]
[-0.754, 1.963, 0.187, 0.   ]
[-0.791, 1.958, 0.187, 0.   ]
[-0.986, 2.322, 0.187, 0.   ]
[-1.043, 2.344, 0.187, 0.   ]
[-1.085, 2.326, 0.187, 0.   ]
