[-0.942,-2.454, 0.187, 0.   ]
[-0.905,-2.488, 0.187, 0.   ]
[-0.86 ,-2.499, 0.187, 0.   ]
[-0.826,-2.541, 0.187, 0.   ]
[-0.793,-2.592, 0.187, 0.   ]
[-0.77 ,-2.686, 0.187, 0.   ]
[-0.   ,-0.   , 0.187, 0.   ]
[-0.   ,-0.   , 0.187, 0.   ]
[-0.   ,-0.   , 0.187, 0.   ]
[-0.   ,-0.   , 0.187, 0.   ]
[-0.   ,-0.   , 0.187, 0.   ]
[-0.   ,-0.   , 0.187, 0.   ]
[-0.   ,-0.   , 0.187, 0.   ]
[-0.   ,-0.   , 0.187, 0.   ]
[-0.   ,-0.   , 0.187, 0.   ]
[-0.   ,-0.   , 0.187, 0.   ]
[-0.   ,-0.   , 0.187, 0.   ]
[-0.   ,-0.   , 0.187, 0.   ]
[-0.   ,-0.   , 0.187, 0.   ]
[-0.   ,-0.   , 0.187, 0.   ]
[-0.   ,-0.   , 0.187, 0.   ]
[-0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.406,-1.912, 0.187, 0.   ]
[ 0.436,-1.887, 0.187, 0.   ]
[ 0.461,-1.848, 0.187, 0.   ]
[ 0.489,-1.827, 0.187, 0.   ]
[ 0.522,-1.819, 0.187, 0.   ]
[ 0.559,-1.828, 0.187, 0.   ]
[ 0.59 ,-1.816, 0.187, 0.   ]
[ 0.627,-1.82 , 0.187, 0.   ]
[ 0.684,-1.878, 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 1.177,-1.453, 0.187, 0.   ]
[ 0.456,-0.543, 0.187, 0.   ]
[ 0.443,-0.509, 0.187, 0.   ]
[ 0.431,-0.478, 0.187, 0.   ]
[ 0.439,-0.471, 0.187, 0.   ]
[ 0.436,-0.451, 0.187, 0.   ]
[ 0.437,-0.437, 0.187, 0.   ]
[ 0.444,-0.429, 0.187, 0.   ]
[ 0.437,-0.408, 0.187, 0.   ]
[ 0.443,-0.399, 0.187, 0.   ]
[ 0.457,-0.397, 0.187, 0.   ]
[ 0.452,-0.379, 0.187, 0.   ]
[ 0.472,-0.382, 0.187, 0.   ]
[ 0.473,-0.37 , 0.187, 0.   ]
[ 0.467,-0.352, 0.187, 0.   ]
[ 0.47 ,-0.341, 0.187, 0.   ]
[ 0.494,-0.346, 0.187, 0.   ]
[ 0.5  ,-0.338, 0.187, 0.   ]
[ 0.507,-0.329, 0.187, 0.   ]
[ 0.519,-0.324, 0.187, 0.   ]
[ 0.523,-0.314, 0.187, 0.   ]
[ 0.536,-0.31 , 0.187, 0.   ]
[ 0.54 ,-0.3  , 0.187, 0.   ]
[ 0.542,-0.288, 0.187, 0.   ]
[ 0.597,-0.304, 0.187, 0.   ]
[ 0.608,-0.296, 0.187, 0.   ]
[ 2.176,-1.014, 0.187, 0.   ]
[ 1.225,-0.546, 0.187, 0.   ]
[ 1.215,-0.516, 0.187, 0.   ]
[ 1.192,-0.482, 0.187, 0.   ]
[ 1.175,-0.451, 0.187, 0.   ]
[ 1.169,-0.426, 0.187, 0.   ]
[ 1.172,-0.404, 0.187, 0.   ]
[ 1.184,-0.385, 0.187, 0.   ]
[ 1.184,-0.362, 0.187, 0.   ]
[ 1.2  ,-0.344, 0.187, 0.   ]
[ 1.209,-0.324, 0.187, 0.   ]
[ 1.236,-0.308, 0.187, 0.   ]
[ 1.246,-0.288, 0.187, 0.   ]
[ 1.311,-0.279, 0.187, 0.   ]
[ 2.548,-0.495, 0.187, 0.   ]
[ 2.599,-0.458, 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
[ 0.   ,-0.   , 0.187, 0.   ]
