[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[2.053,0.072,0.187,0.   ]
[1.985,0.104,0.187,0.   ]
[1.967,0.138,0.187,0.   ]
[1.929,0.169,0.187,0.   ]
[1.919,0.202,0.187,0.   ]
[1.912,0.235,0.187,0.   ]
[1.916,0.269,0.187,0.   ]
[1.939,0.307,0.187,0.   ]
[1.96 ,0.346,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[1.349,0.387,0.187,0.   ]
[1.318,0.403,0.187,0.   ]
[1.323,0.43 ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.675,0.566,0.187,0.   ]
[0.644,0.56 ,0.187,0.   ]
[0.614,0.553,0.187,0.   ]
[0.612,0.57 ,0.187,0.   ]
[0.59 ,0.569,0.187,0.   ]
[0.574,0.574,0.187,0.   ]
[0.548,0.568,0.187,0.   ]
[0.546,0.586,0.187,0.   ]
[0.522,0.58 ,0.187,0.   ]
[0.52 ,0.598,0.187,0.   ]
[0.507,0.604,0.187,0.   ]
[0.494,0.61 ,0.187,0.   ]
[0.504,0.645,0.187,0.   ]
[0.478,0.634,0.187,0.   ]
[0.474,0.653,0.187,0.   ]
[0.468,0.668,0.187,0.   ]
[0.46 ,0.681,0.187,0.   ]
[0.471,0.725,0.187,0.   ]
[0.469,0.751,0.187,0.   ]
[0.473,0.787,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[0.   ,0.   ,0.187,0.   ]
[1.034,1.944,0.187,0.   ]
[1.036,2.033,0.187,0.   ]
[1.035,2.121,0.187,0.   ]
[1.037,2.225,0.187,0.   ]
[1.038,2.331,0.187,0.   ]
[0.993,2.339,0.187,0.   ]
[0.951,2.353,0.187,0.   ]
[0.903,2.352,0.187,0.   ]
[0.853,2.344,0.187,0.   ]
[0.802,2.329,0.187,0.   ]
[0.762,2.345,0.187,0.   ]
[0.714,2.336,0.187,0.   ]
[0.671,2.339,0.187,0.   ]
[0.625,2.333,0.187,0.   ]
[0.585,2.347,0.187,0.   ]
[0.541,2.344,0.187,0.   ]
[0.494,2.326,0.187,0.   ]
[0.453,2.332,0.187,0.   ]
[0.41 ,2.328,0.187,0.   ]
[0.369,2.33 ,0.187,0.   ]
[0.33 ,2.348,0.187,0.   ]
[0.289,2.35 ,0.187,0.   ]
[0.246,2.345,0.187,0.   ]
[0.203,2.322,0.187,0.   ]
[0.134,1.921,0.187,0.   ]
[0.121,2.303,0.187,0.   ]
[0.082,2.335,0.187,0.   ]
[0.041,2.322,0.187,0.   ]
[0.   ,2.348,0.187,0.   ]
[-0.041, 2.334, 0.187, 0.   ]
[-0.081, 2.313, 0.187, 0.   ]
[-0.122, 2.337, 0.187, 0.   ]
[-0.163, 2.326, 0.187, 0.   ]
[-0.203, 2.324, 0.187, 0.   ]
[-0.246, 2.342, 0.187, 0.   ]
[-0.287, 2.336, 0.187, 0.   ]
[-0.328, 2.335, 0.187, 0.   ]
[-0.37 , 2.336, 0.187, 0.   ]
[-0.414, 2.347, 0.187, 0.   ]
[-0.453, 2.329, 0.187, 0.   ]
[-0.495, 2.327, 0.187, 0.   ]
[-0.543, 2.354, 0.187, 0.   ]
[-0.581, 2.331, 0.187, 0.   ]
[-0.625, 2.334, 0.187, 0.   ]
[-0.671, 2.339, 0.187, 0.   ]
[-0.712, 2.329, 0.187, 0.   ]
[-0.755, 2.322, 0.187, 0.   ]
[-0.758, 2.2  , 0.187, 0.   ]
[-0.76 , 2.088, 0.187, 0.   ]
[-0.763, 1.986, 0.187, 0.   ]
[-0.787, 1.948, 0.187, 0.   ]
[-0.99 , 2.331, 0.187, 0.   ]
[-1.039, 2.334, 0.187, 0.   ]
[-1.084, 2.324, 0.187, 0.   ]
